year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error
2013,tt1800241,American Hustle,ok-disagree,ok,PASS,40000000,148430908,249484909,2013PASS,40000000,148430908,249484909,1,1,1800241,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",R,True,"English, Arabic",USA,"Eric Warren Singer, David O. Russell",90,7.5,David O. Russell,20 Dec 2013,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner","Crime, Drama",Nominated for 10 Oscars. Another 49 wins & 77 nominations.,138 min,movie,http://ia.media-imdb.com/images/M/MV5BNjkxMTc0MDc4N15BMl5BanBnXkFtZTgwODUyNTI1MDE@._V1_SX300.jpg,"150,073",NA
2013,tt1322269,August: Osage County,ok,ok,PASS,25000000,37304874,50304874,2013PASS,25000000,37304874,50304874,1,1,1322269,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them.",R,True,English,USA,"Tracy Letts (screenplay), Tracy Letts (play)",58,7.4,John Wells,10 Jan 2014,"Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor",Drama,Nominated for 2 Oscars. Another 7 wins & 36 nominations.,121 min,movie,http://ia.media-imdb.com/images/M/MV5BNzQ5ODE4NTcxNV5BMl5BanBnXkFtZTgwNjkyNDQ0MDE@._V1_SX300.jpg,"29,369",NA
2013,tt1559547,Beautiful Creatures,ok,ok,PASS,50000000,19452138,55940671,2013PASS,50000000,19452138,55940671,1,1,1559547,"Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.",PG-13,True,English,USA,"Richard LaGravenese (screenplay), Kami Garcia (based on the novel ""Beautiful Creatures"" by), Margaret Stohl (based on the novel ""Beautiful Creatures"" by)",52,6.2,Richard LaGravenese,14 Feb 2013,"Alden Ehrenreich, Alice Englert, Jeremy Irons, Viola Davis","Drama, Fantasy, Romance",7 nominations.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQyMjYwODMwMl5BMl5BanBnXkFtZTcwODUwNzY5OA@@._V1_SX300.jpg,"42,988",NA
2013,tt2334873,Blue Jasmine,ok-disagree,ok,PASS,18000000,33345833,68447831,2013PASS,18000000,33345833,68447831,1,1,2334873,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",PG-13,True,English,USA,Woody Allen,78,7.4,Woody Allen,23 Aug 2013,"Cate Blanchett, Joy Carlin, Richard Conti, Glen Caspillo","Comedy, Drama",Won 1 Oscar. Another 24 wins & 36 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,"64,127",NA
2013,tt1535109,Captain Phillips,notalk,notalk,FAIL,55000000,107136417,218743570,2013FAIL,55000000,107136417,218743570,1,1,1535109,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",PG-13,True,"English, Somali",USA,"Billy Ray (screenplay), Richard Phillips (based upon the book ""A Captain's Duty: Somali Pirates,  Navy SEALS,  and Dangerous Days at Sea"" by), Stephan Talty (based upon the book ""A Captain's Duty: Somali Pirates,  Navy SEALS,  and Dangerous Days at Sea"" by)",83,8,Paul Greengrass,11 Oct 2013,"Tom Hanks, Catherine Keener, Barkhad Abdi, Barkhad Abdirahman","Biography, Drama, Thriller",Nominated for 6 Oscars. Another 16 wins & 68 nominations.,134 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQzNzExMDg3Ml5BMl5BanBnXkFtZTgwODU1NzEzMDE@._V1_SX300.jpg,"167,886",NA
2013,tt1939659,Carrie,ok,ok,PASS,30000000,35266619,85001659,2013PASS,30000000,35266619,85001659,1,1,1939659,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",R,True,English,USA,"Lawrence D. Cohen (screenplay), Roberto Aguirre-Sacasa (screenplay), Stephen King (novel)",53,6,Kimberly Peirce,18 Oct 2013,"Julianne Moore, Chloë Grace Moretz, Gabriella Wilde, Portia Doubleday","Drama, Horror",1 win & 3 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc1MDIyOTkxN15BMl5BanBnXkFtZTgwMTU1NzEzMDE@._V1_SX300.jpg,"57,766",NA
2013,tt1985966,Cloudy with a Chance of Meatballs 2,nowomen-disagree,nowomen,FAIL,78000000,119640264,271725448,2013FAIL,78000000,119640264,271725448,1,1,1985966,Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational and is churning out menacing food-animal hybrids.,PG,True,English,USA,"Erica Rivinoja (screenplay), John Francis Daley (screenplay), Jonathan M. Goldstein (screenplay), Phil Lord (story), Christopher Miller (story), Erica Rivinoja (story), Judi Barrett (characters), Ron Barrett (characters)",59,6.5,"Cody Cameron, Kris Pearn",27 Sep 2013,"Bill Hader, Anna Faris, James Caan, Will Forte","Animation, Comedy, Family",8 nominations.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYzNDM0MDI1NF5BMl5BanBnXkFtZTcwNzQ5NzYxOQ@@._V1_SX300.jpg,"26,133",NA
2013,tt1690953,Despicable Me 2,ok,ok,PASS,76000000,368065385,970766005,2013PASS,76000000,368065385,970766005,1,1,1690953,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,PG,True,English,USA,"Cinco Paul, Ken Daurio",62,7.6,"Pierre Coffin, Chris Renaud",03 Jul 2013,"Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","Animation, Adventure, Comedy",Nominated for 2 Oscars. Another 10 wins & 31 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg,"160,919",NA
2013,tt2229499,Don Jon,dubious-disagree,dubious,FAIL,5500000,24477704,26377704,2013FAIL,5500000,24477704,26377704,1,1,2229499,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",R,True,English,USA,Joseph Gordon-Levitt,66,6.8,Joseph Gordon-Levitt,27 Sep 2013,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza","Comedy, Drama, Romance",2 wins & 6 nominations.,90 min,movie,"http://ia.media-imdb.com/images/M/MV5BMTQxNTc3NDM2MF5BMl5BanBnXkFtZTcwNzQ5NTQ3OQ@@._V1._CR28,28.649993896484375,1271,1991.0000305175781_SX89_.jpg_V1_SX300.jpg","105,210",NA
2013,tt1535108,Elysium,ok-disagree,ok,PASS,120000000,93050117,286192091,2013PASS,120000000,93050117,286192091,1,1,1535108,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",R,True,"English, Spanish, French, Afrikaans",USA,Neill Blomkamp,61,6.7,Neill Blomkamp,09 Aug 2013,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga","Action, Drama, Sci-Fi",5 nominations.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg,"194,012",NA
2013,tt1731141,Ender&#39;s Game,men,men,FAIL,110000000,61737191,89737191,2013FAIL,110000000,61737191,89737191,1,1,1731141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,tt0848537,Epic,ok-disagree,ok,PASS,100000000,107518682,268418682,2013PASS,100000000,107518682,268418682,1,1,0848537,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.,PG,True,English,USA,"James V. Hart (screenplay), William Joyce (screenplay), Daniel Shere (screenplay), Tom J. Astle (screenplay), Matt Ember (screenplay), William Joyce (story), James V. Hart (story), Chris Wedge (story), William Joyce (inspired by the book ""The Leaf Men and the Brave Good Bugs"")",52,6.7,Chris Wedge,24 May 2013,"Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy","Animation, Adventure, Family",1 win & 15 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgyNDYwNzE5NV5BMl5BanBnXkFtZTcwMzUyODM5OA@@._V1_SX300.jpg,"55,536",NA
2013,tt0765446,Escape from Planet Earth,ok,ok,PASS,40000000,57012977,66454811,2013PASS,40000000,57012977,66454811,1,1,0765446,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,PG,True,English,"USA, Canada","Bob Barlen, Cal Brunker, Tony Leech (story), Cory Edwards (story)",35,5.9,Cal Brunker,15 Feb 2013,"Brendan Fraser, Rob Corddry, Ricky Gervais, Jonathan Morgan Heit","Animation, Adventure, Comedy",1 win.,89 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQyMTk4NjkyMl5BMl5BanBnXkFtZTcwMzA2OTY4OA@@._V1_SX300.jpg,"14,047",NA
2013,tt1211956,Escape Plan,men,men,FAIL,70000000,25213103,103813103,2013FAIL,70000000,25213103,103813103,1,1,1211956,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",R,True,"English, German, Arabic, Urdu",USA,"Miles Chapman (screenplay), Jason Keller (screenplay), Miles Chapman (story)",49,6.8,Mikael Håfström,18 Oct 2013,"Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Faran Tahir","Action, Mystery, Thriller",1 nomination.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk3OTcxMTEyNl5BMl5BanBnXkFtZTcwMDQ4MjQ2OQ@@._V1_SX300.jpg,"79,262",NA
2013,tt1288558,Evil Dead,ok-disagree,ok,PASS,17000000,54239856,97402049,2013PASS,17000000,54239856,97402049,1,1,1288558,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods. The evil presence possesses them until only one is left to fight for survival.",R,True,English,USA,"Fede Alvarez (screenplay), Rodo Sayagues (screenplay), Sam Raimi (based on the motion picture ""The Evil Dead"",  written by)",57,6.5,Fede Alvarez,05 Apr 2013,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas",Horror,1 win & 4 nominations.,91 min,movie,http://ia.media-imdb.com/images/M/MV5BNTQ3OTkwNTgyN15BMl5BanBnXkFtZTcwNTAzOTAzOQ@@._V1_SX300.jpg,"86,833",NA
2013,tt1905041,Fast and Furious 6,ok-disagree,ok,PASS,160000000,238679850,788128122,2013PASS,160000000,238679850,788128122,1,1,1905041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,tt2294629,Frozen,ok,ok,PASS,150000000,393050114,1004550114,2013PASS,150000000,393050114,1004550114,1,1,2294629,"Fearless optimist Anna teams up with Kristoff in an epic journey, encountering Everest-like conditions, and a hilarious snowman named Olaf in a race to find Anna's sister Elsa, whose icy powers have trapped the kingdom in eternal winter.",PG,True,English,USA,"Jennifer Lee (screenplay), Hans Christian Andersen (inspired by the story ""The Snow Queen"" by), Chris Buck (story), Jennifer Lee (story), Shane Morris (story), Dean Wellins (additional story)",74,7.9,"Chris Buck, Jennifer Lee",27 Nov 2013,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad","Animation, Adventure, Comedy",Won 2 Oscars. Another 34 wins & 17 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SX300.jpg,"166,804",NA
2013,tt1583421,G.I. Joe: Retaliation,ok-disagree,ok,PASS,140000000,122523060,371923060,2013PASS,140000000,122523060,371923060,1,1,1583421,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,PG-13,True,English,USA,"Rhett Reese, Paul Wernick",41,5.9,Jon M. Chu,28 Mar 2013,"Dwayne Johnson, Jonathan Pryce, Byung-hun Lee, Elodie Yung","Action, Adventure, Sci-Fi",9 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_SX300.jpg,"103,584",NA
2013,tt1321870,Gangster Squad,notalk,notalk,FAIL,60000000,46000903,104100903,2013FAIL,60000000,46000903,104100903,1,1,1321870,"Los Angeles, 1949: A secret crew of police officers led by two determined sergeants work together in an effort to take down the ruthless mob king Mickey Cohen who runs the city.",R,True,English,USA,"Will Beall, Paul Lieberman (book)",40,6.8,Ruben Fleischer,11 Jan 2013,"Sean Penn, Holt McCallany, Wade Williams, James Landry Hébert","Action, Crime, Drama",1 win & 1 nomination.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcwMjAyMTUzMl5BMl5BanBnXkFtZTcwODgxNzk1OA@@._V1_SX300.jpg,"130,219",NA
2013,tt2425486,Gloria,ok,ok,PASS,30000000,4167493,4967493,2013PASS,30000000,4167493,4967493,1,1,2425486,"A story set in Santiago and centered on Gloria, a free-spirited older woman, and the realities of her whirlwind relationship with a former naval officer whom she meets out in the clubs.",R,True,"Spanish, English","Chile, Spain","Sebastián Lelio (screenplay), Gonzalo Maza (screenplay)",83,7,Sebastián Lelio,09 May 2013,"Paulina García, Sergio Hernández, Diego Fontecilla, Fabiola Zamora","Comedy, Drama",7 wins & 9 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMzI1NjgxNDM3N15BMl5BanBnXkFtZTgwMTI4MDI1MDE@._V1_SX300.jpg,"2,578",NA
2013,tt1454468,Gravity,nowomen-disagree,nowomen,FAIL,110000000,271814796,708714796,2013FAIL,110000000,271814796,708714796,1,1,1454468,A medical engineer and an astronaut work together to survive after an accident leaves them adrift in space.,PG-13,True,"English, Greenlandic","USA, UK","Alfonso Cuarón, Jonás Cuarón",96,8.2,Alfonso Cuarón,04 Oct 2013,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen","Drama, Sci-Fi, Thriller",Won 7 Oscars. Another 104 wins & 75 nominations.,91 min,movie,http://ia.media-imdb.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SX300.jpg,"327,703",NA
2013,tt2191701,Grown Ups 2,men-disagree,men,FAIL,80000000,133668525,247023808,2013FAIL,80000000,133668525,247023808,1,1,2191701,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and 400 costumed party crashers sometimes crazy follows you.",PG-13,True,English,USA,"Fred Wolf, Adam Sandler, Tim Herlihy, Adam Sandler (based on characters created by), Fred Wolf (based on characters created by)",19,5.4,Dennis Dugan,12 Jul 2013,"Adam Sandler, Kevin James, Chris Rock, David Spade",Comedy,1 win & 11 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgwNTI2MDI0OF5BMl5BanBnXkFtZTcwMTk5MDg0OQ@@._V1_SX300.jpg,"60,641",NA
2013,tt1428538,Hansel &amp; Gretel: Witch Hunters,ok,ok,PASS,50000000,55703475,225703475,2013PASS,50000000,55703475,225703475,1,1,1428538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,tt1798709,Her,men-disagree,men,FAIL,23000000,25000178,33029713,2013FAIL,23000000,25000178,33029713,1,1,1798709,A lonely writer develops an unlikely relationship with his newly purchased operating system that's designed to meet his every need.,R,True,English,USA,Spike Jonze,90,8.3,Spike Jonze,10 Jan 2014,"Joaquin Phoenix, Lynn Adrianna, Lisa Renee Pitts, Gabe Gomez","Drama, Romance, Sci-Fi",Won 1 Oscar. Another 42 wins & 58 nominations.,126 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_SX300.jpg,"89,605",NA
2013,tt2024432,Identity Thief,men-disagree,men,FAIL,35000000,134506920,176269721,2013FAIL,35000000,134506920,176269721,1,1,2024432,Mild-mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless-looking woman who has been living it up after stealing Sandy's identity.,R,True,English,USA,"Craig Mazin (screenplay), Jerry Eeten (story), Craig Mazin (story)",35,5.7,Seth Gordon,08 Feb 2013,"Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet","Comedy, Crime",1 win & 7 nominations.,111 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY3NzM5MTk2Nl5BMl5BanBnXkFtZTcwMDQ4MjQ3OA@@._V1_SX300.jpg,"65,325",NA
2013,tt2226417,Insidious: Chapter 2,men,men,FAIL,5000000,83586447,161911222,2013FAIL,5000000,83586447,161911222,1,1,2226417,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,PG-13,True,English,"USA, Canada","Leigh Whannell (based on characters created by), James Wan (story), Leigh Whannell (story), Leigh Whannell (screenplay)",40,6.7,James Wan,13 Sep 2013,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye","Horror, Thriller",1 win & 4 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg0OTA5ODIxNF5BMl5BanBnXkFtZTcwNTUzNDg4OQ@@._V1_SX300.jpg,"47,327",NA
2013,tt1300854,Iron Man 3,dubious-disagree,dubious,FAIL,200000000,408992272,1212692272,2013FAIL,200000000,408992272,1212692272,1,1,1300854,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",PG-13,True,English,"USA, China","Drew Pearce (screenplay), Shane Black (screenplay), Stan Lee (based on the Marvel comic book by), Don Heck (based on the Marvel comic book by), Larry Lieber (based on the Marvel comic book by), Jack Kirby (based on the Marvel comic book by), Warren Ellis (based on the ""Extremis"" mini-series written by), Adi Granov (based on the ""Extremis"" mini-series illustrated by)",62,7.4,Shane Black,03 May 2013,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce","Action, Adventure, Fantasy",Nominated for 1 Oscar. Another 12 wins & 35 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMjIzMzAzMjQyM15BMl5BanBnXkFtZTcwNzM2NjcyOQ@@._V1_SX300.jpg,"350,466",NA
2013,tt1351685,Jack the Giant Slayer,nowomen-disagree,nowomen,FAIL,195000000,65187603,197387603,2013FAIL,195000000,65187603,197387603,1,1,1351685,"The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.",PG-13,True,English,USA,"Darren Lemke (screenplay), Christopher McQuarrie (screenplay), Dan Studney (screenplay), Darren Lemke (story), David Dobkin (story)",51,6.3,Bryan Singer,01 Mar 2013,"Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci","Adventure, Fantasy",2 wins & 3 nominations.,114 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_SX300.jpg,"74,855",NA
2013,tt1650554,Kick-Ass 2,ok,ok,PASS,28000000,28795985,60839197,2013PASS,28000000,28795985,60839197,1,1,1650554,"The costumed high-school hero Kick-Ass joins with a group of normal citizens who have been inspired to fight crime in costume. Meanwhile, the Red Mist plots an act of revenge that will affect everyone Kick-Ass knows.",R,True,English,"USA, UK","Jeff Wadlow (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",41,6.8,Jeff Wadlow,16 Aug 2013,"Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee","Action, Comedy, Crime",1 win.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ4OTQxNzc0N15BMl5BanBnXkFtZTcwOTQxOTU5OQ@@._V1_SX300.jpg,"115,230",NA
2013,tt1204975,Last Vegas,notalk,notalk,FAIL,28000000,63914167,112914167,2013FAIL,28000000,63914167,112914167,1,1,1204975,Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,PG-13,True,English,USA,Dan Fogelman,48,6.7,Jon Turteltaub,01 Nov 2013,"Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline",Comedy,N/A,105 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ2ODg2MTIyNF5BMl5BanBnXkFtZTgwMzU2NjgwMDE@._V1_SX300.jpg,"53,687",NA
2013,tt1327773,Lee Daniels&#39; The Butler,ok,ok,PASS,30000000,116632095,151513429,2013PASS,30000000,116632095,151513429,1,1,1327773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
