year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error
2005,tt0367089,The Squid and the Whale,men,men,FAIL,1500000,7372734,11191423,2005FAIL,1789550,8795916,13351738,2,2,0367089,"Based on the true childhood experiences of Noah Baumbach and his brother, The Squid and the Whale tells the touching story of two young boys dealing with their parents' divorce in Brooklyn in the 1980s.",R,True,English,USA,Noah Baumbach,82,7.4,Noah Baumbach,03 Mar 2006,"Owen Kline, Jeff Daniels, Laura Linney, Jesse Eisenberg","Comedy, Drama",Nominated for 1 Oscar. Another 19 wins & 27 nominations.,81 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg1NTE4NTc3NV5BMl5BanBnXkFtZTgwNDA1NDI1MDE@._V1_SX300.jpg,"50,517",NA
2005,tt0372532,The Wedding Date,ok,ok,PASS,15000000,31726995,47175038,2005PASS,17895497,37851356,56281383,2,2,0372532,"Single-girl anxiety causes Kat Ellis (Messing) to hire a male escort (Mulroney) to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancé, who dumped her a couple years prior, proves to be her undoing.",PG-13,True,English,USA,"Elizabeth Young (book), Dana Fox (screenplay)",32,6,Clare Kilner,04 Feb 2005,"Debra Messing, Dermot Mulroney, Amy Adams, Jack Davenport","Comedy, Romance",N/A,90 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI2NzQ0MDYyOF5BMl5BanBnXkFtZTcwMzA4NzcyMQ@@._V1_SX300.jpg,"28,582",NA
2005,tt0407265,Transamerica,ok,ok,PASS,1000000,9015303,16553163,2005PASS,1193033,10755555,19748472,2,2,0407265,"A pre-operative male-to-female transsexual takes an unexpected journey when she learns that she fathered a son, now a teenage runaway hustling on the streets of New York.",R,True,"English, Spanish",USA,Duncan Tucker,66,7.5,Duncan Tucker,10 Feb 2006,"Andrea James, Felicity Huffman, Danny Burstein, Maurice Orozco","Adventure, Comedy, Drama",Nominated for 2 Oscars. Another 28 wins & 13 nominations.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQwMjExNzkzMV5BMl5BanBnXkFtZTcwMjczNjEzMQ@@._V1_SX300.jpg,"32,025",NA
2005,tt0423409,Tristram Shandy: A Cock and Bull Story,men,men,FAIL,4750000,1253413,3061763,2005FAIL,5666907,1495363,3652785,2,2,0423409,"Director Michael Winterbottom (Northam) attempts to shoot the adaptation of Laurence Sterne's essentially unfilmable novel, ""The Life and Opinions of Tristram Shandy, Gentleman.""",R,True,English,UK,"Laurence Sterne (novel), Frank Cottrell Boyce (screenplay)",80,6.8,Michael Winterbottom,20 Jan 2006,"Steve Coogan, Rob Brydon, Keeley Hawes, Shirley Henderson","Comedy, Drama",2 wins & 12 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg2ODMwNTY3NV5BMl5BanBnXkFtZTcwMzczNjEzMQ@@._V1_SX300.jpg,"10,233",NA
2005,tt0434409,V for Vendetta,ok-disagree,ok,PASS,50000000,70511035,129231542,2005PASS,59651656,84122001,154177511,2,2,0434409,"In a future British tyranny, a shadowy freedom fighter plots to overthrow it with the help of a young woman.",R,True,English,"USA, UK, Germany","Andy Wachowski (screenplay), Lana Wachowski (screenplay), David Lloyd (graphic novel art)",62,8.2,James McTeigue,17 Mar 2006,"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry","Action, Sci-Fi, Thriller",4 wins & 17 nominations.,132 min,movie,http://ia.media-imdb.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_SX300.jpg,"557,149",NA
2005,tt0348333,Waiting...,ok,ok,PASS,1125000,16124543,18673274,2005PASS,1342162,19237114,22277835,2,2,0348333,Young employees at Shenaniganz restaurant collectively stave off boredom and adulthood with their antics.,R,True,"English, German",USA,Rob McKittrick,30,6.8,Rob McKittrick,07 Oct 2005,"Ryan Reynolds, Anna Faris, Justin Long, David Koechner",Comedy,N/A,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU3NjMyNDA5MV5BMl5BanBnXkFtZTcwODgxMzEzMQ@@._V1_SX300.jpg,"66,392",NA
2005,tt0358273,Walk the Line,ok,ok,PASS,29000000,119519402,187707495,2005PASS,34597961,142590606,223941260,2,2,0358273,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",PG-13,True,"English, Russian","USA, Germany","Johnny Cash (book), Johnny Cash (book), Gill Dennis, James Mangold",72,7.9,James Mangold,18 Nov 2005,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick","Biography, Drama, Music",Won 1 Oscar. Another 35 wins & 28 nominations.,136 min,movie,http://ia.media-imdb.com/images/M/MV5BMjIyOTU3MjUxOF5BMl5BanBnXkFtZTcwMTQ0NjYzMw@@._V1_SX300.jpg,"156,143",NA
2005,tt0407304,War of the Worlds,notalk,notalk,FAIL,132000000,234280354,606836535,2005FAIL,157480373,279504224,723976090,2,2,0407304,"As Earth is invaded by alien tripod fighting machines, one family fights for survival.",PG-13,True,English,USA,"Josh Friedman (screenplay), David Koepp (screenplay), H.G. Wells (novel)",73,6.5,Steven Spielberg,29 Jun 2005,"Tom Cruise, Dakota Fanning, Miranda Otto, Justin Chatwin","Adventure, Sci-Fi, Thriller",Nominated for 3 Oscars. Another 13 wins & 19 nominations.,116 min,movie,http://ia.media-imdb.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@._V1_SX300.jpg,"253,227",NA
2005,tt0240200,Water,ok,ok,PASS,3000000,5529144,8119205,2005PASS,3579099,6596452,9686481,2,2,0240200,"The film examines the plight of a group of widows forced into poverty at a temple in the holy city of Varanasi. It focuses on a relationship between one of the widows, who wants to escape the social restrictions imposed on widows, and a man who is from the highest caste and a follower of Mahatma Gandhi.",PG-13,True,"Hindi, Sanskrit","Canada, India","Anurag Kashyap (dialogue), Deepa Mehta",77,7.8,Deepa Mehta,04 Nov 2005,"Sarala Kariyawasam, Buddhi Wickrama, Rinsly Weerarathne, Iranganie Serasinghe","Drama, Romance",Nominated for 1 Oscar. Another 14 wins & 12 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMzIwOTk4Mzk4Nl5BMl5BanBnXkFtZTcwMjc1NTIzMQ@@._V1_SX300.jpg,"10,623",NA
2005,tt0375210,White Noise,notalk,notalk,FAIL,10000000,56094360,92094360,2005FAIL,11930331,66922430,109871622,2,2,0375210,"An architect's desire to speak with his wife from beyond the grave, becomes an obsession with supernatural repercussions.",PG-13,True,English,"UK, Canada, USA",Niall Johnson,30,5.5,Geoffrey Sax,07 Jan 2005,"Michael Keaton, Chandra West, Deborah Kara Unger, Ian McNeice","Drama, Horror, Mystery",1 win & 2 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYzNjA2MDk0NF5BMl5BanBnXkFtZTcwNjkwODcyMQ@@._V1_SX300.jpg,"36,480",NA
2005,tt0443295,"Yours, Mine and Ours",ok,ok,PASS,45000000,53359917,72359917,2005PASS,53686491,63660149,86327778,2,2,0443295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,tt0406375,Zathura: A Space Adventure,nowomen,nowomen,FAIL,65000000,28045540,58545540,2005FAIL,77547153,33459258,69846769,2,2,0406375,Two young brothers are drawn into an intragalactic adventure when their house is magically hurtled through space because of the board game they are playing.,PG,True,English,USA,"Chris Van Allsburg (book), David Koepp (screenplay), John Kamps (screenplay)",67,6.1,Jon Favreau,11 Nov 2005,"Jonah Bobo, Josh Hutcherson, Dax Shepard, Kristen Stewart","Action, Adventure, Comedy",2 wins & 3 nominations.,113 min,movie,http://ia.media-imdb.com/images/M/MV5BMjEyOTQ2ODg4OV5BMl5BanBnXkFtZTcwMjk2ODUzMQ@@._V1_SX300.jpg,"48,064",NA
2004,tt0337563,13 Going on 30,ok,ok,PASS,30000000,57139723,96439723,2004PASS,36995786,70464299,118928779,3,2,0337563,A 13 year old girl plays a game on her 13th birthday and wakes up the next day as a 30 year old woman.,PG-13,True,"English, Portuguese",USA,"Josh Goldsmith, Cathy Yuspa",57,6.1,Gary Winick,23 Apr 2004,"Jennifer Garner, Mark Ruffalo, Judy Greer, Andy Serkis","Comedy, Fantasy, Romance",11 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA1MTI3ODEwNF5BMl5BanBnXkFtZTcwOTA4NDUyMQ@@._V1_SX300.jpg,"85,822",NA
2004,tt0212712,2046,ok,ok,PASS,12000000,1442338,19202856,2004PASS,14798315,1778681,23680825,3,2,0212712,"He was a writer. He thought he wrote about the future but it really was the past. In his novel, a mysterious train left for 2046 every once in a while. Everyone who went there had the same ...",R,True,"Cantonese, Japanese, Mandarin","Hong Kong, China, France, Italy, Germany",Kar Wai Wong (screenplay),78,7.5,Kar Wai Wong,29 Sep 2004,"Tony Chiu Wai Leung, Li Gong, Faye Wong, Takuya Kimura","Drama, Fantasy, Romance",32 wins & 31 nominations.,129 min,movie,http://ia.media-imdb.com/images/M/MV5BMzY1MjkzNDY4MF5BMl5BanBnXkFtZTcwMzE1NzAzMQ@@._V1_SX300.jpg,"34,976",NA
2004,tt0343660,50 First Dates,men-disagree,men,FAIL,75000000,120776832,196324496,2004FAIL,92489466,148941129,242105970,3,2,0343660,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the very next day.",PG-13,True,"English, Hawaiian, Mandarin, Turkish",USA,George Wing,48,6.8,Peter Segal,13 Feb 2004,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin","Comedy, Romance",6 wins & 9 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_SX300.jpg,"202,178",NA
2004,tt0356470,A Cinderella Story,ok,ok,PASS,19000000,51438175,70067909,2004PASS,23430665,63433191,86407246,3,2,0356470,"Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",PG,True,"English, German, Czech","USA, Canada",Leigh Dunlap,25,5.8,Mark Rosman,16 Jul 2004,"Hilary Duff, Jennifer Coolidge, Chad Michael Murray, Dan Byrd","Comedy, Family, Romance",6 wins & 8 nominations.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1_SX300.jpg,"44,602",NA
2004,tt0359423,A Home at the End of The World,dubious,dubious,FAIL,6500000,1029017,1033810,2004FAIL,8015754,1268976,1274887,3,2,0359423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,tt0344510,A Very Long Engagement,ok,ok,PASS,55000000,6167817,59606587,2004PASS,67825608,7606108,73506419,3,2,0344510,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",R,True,"French, German, Corsican","France, USA","Sébastien Japrisot (novel), Jean-Pierre Jeunet (story), Guillaume Laurant (story), Guillaume Laurant (dialogue)",76,7.8,Jean-Pierre Jeunet,27 Oct 2004,"Audrey Tautou, Gaspard Ulliel, Dominique Pinon, Chantal Neuwirth","Drama, Mystery, Romance",Nominated for 2 Oscars. Another 19 wins & 24 nominations.,133 min,movie,http://ia.media-imdb.com/images/M/MV5BMTA3OTg2NDQzODdeQTJeQWpwZ15BbWU3MDMyNjAwMzM@._V1_SX300.jpg,"54,146",NA
2004,tt0357413,Anchorman: The Legend of Ron Burgundy,men-disagree,men,FAIL,25000000,84136909,89366354,2004FAIL,30829822,103757037,110205951,3,2,0357413,"Ron Burgundy is San Diego's top rated newsman in the male-dominated broadcasting of the 70's, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",PG-13,True,"English, French, Spanish",USA,"Will Ferrell, Adam McKay",63,7.3,Adam McKay,09 Jul 2004,"Will Ferrell, Christina Applegate, Paul Rudd, Steve Carell",Comedy,1 win & 9 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ2MzYwMzk5Ml5BMl5BanBnXkFtZTcwOTI4NzUyMw@@._V1_SX300.jpg,"195,798",NA
2004,tt0327437,Around the World in 80 Days,notalk,notalk,FAIL,110000000,24004159,72004159,2004FAIL,135651216,29601758,88795016,3,2,0327437,"A bet pits a British inventor, a Chinese thief, and a French artist on a worldwide adventure that they can circle the globe in 80 days.",PG,True,"English, Cantonese, French, German, Hindi, Turkish","USA, Germany, Ireland, UK","Jules Verne (novel), David N. Titcher (screenplay), David Benullo (screenplay), David Andrew Goldstein (screenplay)",49,5.8,Frank Coraci,16 Jun 2004,"Jackie Chan, Steve Coogan, Cécile De France, Robert Fyfe","Action, Adventure, Comedy",2 nominations.,120 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc4MTkxMjQ2NF5BMl5BanBnXkFtZTcwNzE0NzUyMQ@@._V1_SX300.jpg,"53,706",NA
2004,tt0370263,AVP: Alien vs. Predator,dubious-disagree,dubious,FAIL,70000000,80281096,172543519,2004FAIL,86323501,99002076,212779439,3,2,0370263,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",PG-13,True,"English, Italian","USA, UK, Czech Republic, Canada, Germany","Dan O'Bannon (""Alien"" characters), Ronald Shusett (""Alien"" characters), Jim Thomas (""Predator"" characters), John Thomas (""Predator"" characters), Paul W.S. Anderson (screen story), Dan O'Bannon (screen story), Ronald Shusett (screen story), Paul W.S. Anderson (screenplay)",29,5.5,Paul W.S. Anderson,13 Aug 2004,"Sanaa Lathan, Raoul Bova, Lance Henriksen, Ewen Bremner","Action, Adventure, Sci-Fi",1 win & 2 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU4MjIwMTcyMl5BMl5BanBnXkFtZTYwMTYwNDA3._V1_SX300.jpg,"111,584",NA
2004,tt0414852,Banlieue 13,nowomen,nowomen,FAIL,15000000,1200216,11208291,2004FAIL,18497893,1480098,13821985,3,2,0414852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,tt0381681,Before Sunset,nowomen,nowomen,FAIL,2000000,5792822,11293790,2004FAIL,2466386,7143667,13927421,3,2,0381681,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",R,True,"English, French",USA,"Richard Linklater (screenplay), Julie Delpy (screenplay), Ethan Hawke (screenplay), Richard Linklater (story), Kim Krizan (story), Richard Linklater (characters), Kim Krizan (characters)",90,8.1,Richard Linklater,17 Jun 2004,"Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torres","Drama, Romance",Nominated for 1 Oscar. Another 8 wins & 12 nominations.,80 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_SX300.jpg,"113,798",NA
2004,tt0317198,Bridget Jones: The Edge of Reason,ok,ok,PASS,50000000,40203020,263894551,2004PASS,61659644,49578078,325432881,3,2,0317198,"After finding love, Bridget Jones questions if she really has everything she's dreamed of having.",R,True,"English, German, Thai","UK, France, Germany, Ireland, USA","Helen Fielding (novel), Andrew Davies (screenplay), Helen Fielding (screenplay), Richard Curtis (screenplay), Adam Brooks (screenplay)",44,5.8,Beeban Kidron,19 Nov 2004,"Renée Zellweger, Gemma Jones, Jim Broadbent, James Faulkner","Comedy, Romance",Nominated for 1 Golden Globe. Another 6 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI0MjA2NDM5MV5BMl5BanBnXkFtZTcwMjY3OTYyMQ@@._V1_SX300.jpg,"52,345",NA
2004,tt0327554,Catwoman,ok,ok,PASS,100000000,40202379,82145379,2004PASS,123319288,49577287,101301096,3,2,0327554,"A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.",PG-13,True,"English, Spanish",USA,"Bob Kane (characters), Theresa Rebeck (story), John D. Brancato (story), Michael Ferris (story), John D. Brancato (screenplay), Michael Ferris (screenplay), John Rogers (screenplay)",27,3.3,Pitof,23 Jul 2004,"Halle Berry, Benjamin Bratt, Sharon Stone, Lambert Wilson","Action, Fantasy",5 wins & 6 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA4MzM0NDAzOF5BMl5BanBnXkFtZTcwMDY3MDYyMQ@@._V1_SX300.jpg,"70,392",NA
2004,tt0337921,Cellular,ok,ok,PASS,45000000,32003620,61475984,2004PASS,55493679,39466636,75811746,3,2,0337921,A young man receives an emergency phone call on his cell phone from an older woman. The catch? The woman claims to have been kidnapped; and the kidnappers have targeted her husband and child next.,PG-13,True,English,"USA, Germany","Larry Cohen (story), Chris Morgan (screenplay)",60,6.5,David R. Ellis,10 Sep 2004,"Caroline Aaron, Kim Basinger, Brenda Ballard, Will Beinbrink","Action, Crime, Drama",2 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BNzY3OTcyODgzOV5BMl5BanBnXkFtZTYwMzY1Mjc2._V1_SX300.jpg,"66,873",NA
2004,tt0376541,Closer,ok,ok,PASS,35000000,33987757,115476509,2004PASS,43161751,41913460,142404808,3,2,0376541,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,R,True,English,"USA, UK","Patrick Marber (play), Patrick Marber (screenplay)",65,7.3,Mike Nichols,03 Dec 2004,"Julia Roberts, Jude Law, Natalie Portman, Clive Owen","Drama, Romance",Nominated for 2 Oscars. Another 15 wins & 24 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5NDM3NDc1OF5BMl5BanBnXkFtZTcwNzE1MzcyMQ@@._V1_SX300.jpg,"141,713",NA
2004,tt0369339,Collateral,nowomen-disagree,nowomen,FAIL,60000000,100170152,217670152,2004FAIL,73991573,123529118,268429281,3,2,0369339,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles. He must find a way to save both himself and one last victim.,R,True,"English, Spanish",USA,Stuart Beattie,71,7.6,Michael Mann,06 Aug 2004,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo","Crime, Drama, Thriller",Nominated for 2 Oscars. Another 20 wins & 36 nominations.,120 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_SX300.jpg,"237,157",NA
2004,tt0345074,Connie and Carla,ok,ok,PASS,20000000,8047525,8047525,2004PASS,24663858,9924151,9924151,3,2,0345074,"A mob mix-up in Chicago sends two chanteuses screaming for L.A., where they score a perfect gig: posing as drag queens on the dinner theater/cabaret circuit. Things get extra-weird when a guy falls for one of the girls.",PG-13,True,English,USA,Nia Vardalos,44,6.2,Michael Lembeck,16 Apr 2004,"Nia Vardalos, Toni Collette, David Duchovny, Stephen Spinella","Comedy, Crime, Music",1 win.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgyMzMyNDU0MV5BMl5BanBnXkFtZTYwMjg4MjI3._V1_SX300.jpg,"6,031",NA
2004,tt0375679,Crash,ok,ok,PASS,7303082,55334418,101173038,2004PASS,9006109,68238010,124765870,3,2,0375679,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",R,True,"English, Persian, Spanish, Mandarin, Korean","USA, Germany","Paul Haggis (story), Paul Haggis (screenplay), Robert Moresco (screenplay)",69,7.9,Paul Haggis,06 May 2005,"Karina Arroyave, Dato Bakhtadze, Sandra Bullock, Don Cheadle",Drama,Won 3 Oscars. Another 52 wins & 74 nominations.,112 min,movie,http://ia.media-imdb.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SX300.jpg,"305,575",NA
2004,tt0367631,D.E.B.S.,ok,ok,PASS,3500000,96793,96793,2004PASS,4316175,119364,119364,3,2,0367631,"Plaid-skirted schoolgirls are groomed by a secret government agency to become the newest members of the elite national-defense group, D.E.B.S.",PG-13,True,English,USA,Angela Robinson,42,5.2,Angela Robinson,25 Mar 2005,"Sara Foster, Jordana Brewster, Meagan Good, Devon Aoki","Action, Comedy, Romance",1 win & 2 nominations.,91 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA0OTU5ODgyOF5BMl5BanBnXkFtZTcwODczNDgyMQ@@._V1_SX300.jpg,"10,517",NA
